,LSOA21 code,IMD score,IMD decile
11533,E01012147,9.106,8
24995,E01026322,9.107,8
25726,E01027096,9.107,8
11341,E01011929,9.107,8
26377,E01027783,9.109,8
30802,E01032452,9.109,8
5637,E01005955,9.111,8
15782,E01016616,9.111,8
23091,E01024328,9.111,8
21814,E01022984,9.114,8
31536,E01033389,9.115,8
29618,E01031196,9.115,8
25899,E01027281,9.115,8
19531,E01020576,9.117,8
193,E01000206,9.118,8
30581,E01032223,9.118,8
27021,E01028463,9.118,8
24916,E01026237,9.121,8
31396,E01033184,9.122,8
5843,E01006161,9.123,8
15593,E01016418,9.125,8
14379,E01015141,9.125,8
13347,E01014061,9.125,8
847,E01000886,9.126,8
16381,E01017249,9.131,8
21603,E01022755,9.132,8
21180,E01022298,9.133,8
23396,E01024652,9.133,8
14067,E01014819,9.134,8
26653,E01028079,9.134,8
11066,E01011641,9.134,8
27280,E01028742,9.136,8
2130,E01002239,9.138,8
25662,E01027028,9.138,8
1908,E01002008,9.139,8
23895,E01025175,9.14,8
12898,E01013575,9.141,8
1398,E01001454,9.141,8
16696,E01017591,9.141,8
15478,E01016298,9.144,8
6084,E01006403,9.145,8
1172,E01001224,9.146,8
31215,E01032951,9.147,8
31665,E01033569,9.148,8
5144,E01005442,9.148,8
29561,E01031136,9.15,8
19553,E01020598,9.152,8
29414,E01030979,9.153,8
28206,E01029723,9.154,8
27029,E01028472,9.156,8
245,E01000258,9.156,8
18326,E01019322,9.156,8
4709,E01004971,9.157,8
28055,E01029570,9.158,8
26870,E01028303,9.159,8
28064,E01029579,9.159,8
7063,E01007428,9.161,8
19078,E01020107,9.161,8
21195,E01022313,9.163,8
3264,E01003422,9.163,8
8305,E01008725,9.165,8
26140,E01027535,9.166,8
378,E01000393,9.166,8
26426,E01027836,9.167,8
24041,E01025323,9.167,8
649,E01000680,9.169,8
9164,E01009668,9.169,8
22430,E01023625,9.17,8
13017,E01013702,9.172,8
26721,E01028150,9.172,8
17816,E01018787,9.173,8
8430,E01008862,9.175,8
25249,E01026587,9.177,8
23002,E01024237,9.18,8
31027,E01032699,9.18,8
1826,E01001924,9.181,8
21342,E01022473,9.181,8
26692,E01028118,9.182,8
19702,E01020756,9.182,8
5805,E01006123,9.183,8
26482,E01027896,9.183,8
18532,E01019537,9.183,8
18989,E01020011,9.184,8
30849,E01032501,9.184,8
3262,E01003420,9.184,8
2029,E01002134,9.184,8
5208,E01005508,9.186,8
24644,E01025951,9.187,8
7605,E01007994,9.188,8
7510,E01007898,9.188,8
20970,E01022079,9.189,8
14275,E01015036,9.189,8
17760,E01018727,9.189,8
12493,E01013154,9.19,8
31147,E01032855,9.191,8
3054,E01003202,9.192,8
28934,E01030490,9.192,8
23898,E01025178,9.192,8
31221,E01032958,9.192,8
18384,E01019383,9.193,8
27092,E01028539,9.193,8
19237,E01020268,9.193,8
12361,E01013018,9.194,8
23668,E01024939,9.196,8
18370,E01019369,9.196,8
2444,E01002569,9.196,8
5772,E01006090,9.197,8
3259,E01003417,9.198,8
6289,E01006622,9.198,8
5804,E01006122,9.198,8
24197,E01025488,9.198,8
3873,E01004072,9.199,8
27317,E01028784,9.2,8
23525,E01024792,9.2,8
21358,E01022490,9.202,8
12735,E01013407,9.202,8
8381,E01008808,9.203,8
19354,E01020388,9.203,8
23811,E01025086,9.204,8
3911,E01004110,9.204,8
13994,E01014739,9.205,8
17511,E01018469,9.205,8
5944,E01006263,9.206,8
26350,E01027753,9.207,8
19390,E01020425,9.207,8
12634,E01013304,9.207,8
3667,E01003844,9.207,8
11763,E01012395,9.208,8
15026,E01015823,9.208,8
25942,E01027325,9.211,8
16903,E01017811,9.215,8
30393,E01032021,9.215,8
9406,E01009919,9.217,8
1343,E01001398,9.217,8
14504,E01015271,9.218,8
29502,E01031070,9.219,8
20654,E01021755,9.219,8
5550,E01005867,9.219,8
16205,E01017064,9.221,8
20998,E01022110,9.221,8
4408,E01004651,9.221,8
15931,E01016786,9.222,8
13690,E01014418,9.222,8
16752,E01017653,9.222,8
16896,E01017804,9.223,8
5468,E01005785,9.224,8
14358,E01015119,9.224,8
25732,E01027103,9.225,8
17481,E01018434,9.225,8
23683,E01024956,9.226,8
17408,E01018359,9.226,8
13721,E01014449,9.227,8
26788,E01028217,9.227,8
29137,E01030697,9.228,8
11571,E01012188,9.23,8
14110,E01014863,9.23,8
30550,E01032192,9.232,8
31852,E01035514,9.232370539104023,8
1073,E01001123,9.235,8
16601,E01017488,9.236,8
12595,E01013265,9.237,8
30964,E01032625,9.238,8
21534,E01022685,9.238,8
15921,E01016773,9.241,8
24215,E01025506,9.241,8
25492,E01026840,9.242,8
24619,E01025926,9.243,8
17907,E01018884,9.243,8
5832,E01006150,9.243,8
15500,E01016320,9.243,8
5476,E01005793,9.243,8
9686,E01010206,9.244,8
15037,E01015834,9.244,8
21141,E01022259,9.245,8
4895,E01005174,9.246,8
14461,E01015227,9.247,8
30414,E01032043,9.249,8
19480,E01020519,9.25,8
28327,E01029847,9.252,8
31412,E01033210,9.252,8
13397,E01014111,9.253,8
7500,E01007888,9.254,8
30792,E01032441,9.255,8
23263,E01024511,9.255,8
12863,E01013540,9.255,8
4276,E01004514,9.256,8
13101,E01013792,9.256,8
16820,E01017726,9.258,8
2864,E01003009,9.258,8
1082,E01001132,9.259,8
16913,E01017821,9.259,8
2027,E01002132,9.26,8
2725,E01002868,9.26,8
22854,E01024077,9.26,8
15197,E01015998,9.262,8
31780,E01033728,9.263,8
24147,E01025436,9.264,8
19959,E01021027,9.264,8
23498,E01024760,9.264,8
19386,E01020421,9.267,8
29264,E01030825,9.267,8
2162,E01002272,9.268,8
14896,E01015690,9.269,8
3682,E01003860,9.269,8
24882,E01026200,9.269,8
31568,E01033434,9.269,8
17331,E01018277,9.27,8
15000,E01015797,9.27,8
30565,E01032207,9.27,8
16099,E01016956,9.27,8
24987,E01026313,9.271,8
28794,E01030346,9.272,8
23992,E01025272,9.273,8
14913,E01015707,9.273,8
7339,E01007713,9.273,8
4788,E01005050,9.274,8
22710,E01023917,9.275,8
26220,E01027620,9.275,8
18828,E01019839,9.275,8
5753,E01006071,9.275,8
15744,E01016576,9.276,8
9338,E01009850,9.276,8
24477,E01025775,9.276,8
874,E01000913,9.279,8
11912,E01012548,9.28,8
29552,E01031125,9.28,8
7021,E01007383,9.28,8
21543,E01022695,9.281,8
16103,E01016960,9.281,8
18471,E01019474,9.281,8
25224,E01026559,9.282,8
24422,E01025719,9.284,8
14357,E01015118,9.284,8
2179,E01002289,9.285,8
22484,E01023680,9.287,8
17254,E01018194,9.289,8
22853,E01024076,9.29,8
27693,E01029190,9.291,8
14731,E01015514,9.291,8
20484,E01021566,9.293,8
30284,E01031904,9.294,8
29924,E01031518,9.295,8
20725,E01021826,9.298,8
4069,E01004297,9.299,8
23654,E01024923,9.299,8
26985,E01028422,9.299,8
17006,E01017918,9.299,8
24487,E01025786,9.301,8
27064,E01028510,9.301,8
9062,E01009555,9.302,8
23645,E01024913,9.302,8
28379,E01029901,9.303,8
21569,E01022721,9.303,8
7416,E01007792,9.303,8
10674,E01011219,9.303,8
25703,E01027071,9.304,8
29947,E01031542,9.304,8
29283,E01030844,9.304,8
7833,E01008234,9.305,8
16758,E01017660,9.306,8
349,E01000363,9.306,8
17328,E01018274,9.307,8
24473,E01025770,9.308,8
27547,E01029032,9.308,8
28134,E01029650,9.308,8
16905,E01017813,9.309,8
24609,E01025913,9.309,8
10326,E01010863,9.31,8
14142,E01014896,9.31,8
12415,E01013073,9.31,8
25559,E01026912,9.311,8
29261,E01030822,9.312,8
21325,E01022456,9.313,8
13826,E01014561,9.313,8
3668,E01003845,9.314,8
14858,E01015650,9.315,8
18966,E01019988,9.315,8
27840,E01029347,9.315,8
18926,E01019946,9.316,8
379,E01000394,9.317,8
26717,E01028146,9.318,8
7242,E01007612,9.318,8
13728,E01014456,9.318,8
8977,E01009464,9.319,8
15378,E01016190,9.32,8
6946,E01007308,9.32,8
2369,E01002483,9.321,8
20811,E01021916,9.323,8
5875,E01006194,9.323,8
923,E01000967,9.325,8
31019,E01032690,9.325,8
3870,E01004069,9.326,8
7292,E01007664,9.326,8
7055,E01007420,9.327,8
3959,E01004160,9.329,8
25872,E01027250,9.33,8
30934,E01032594,9.331,8
15940,E01016795,9.333,8
27166,E01028623,9.333,8
22631,E01023834,9.334,8
5296,E01005598,9.335,8
4641,E01004903,9.335,8
18862,E01019874,9.336,8
976,E01001022,9.338,8
17281,E01018221,9.339,8
25165,E01026500,9.34,8
27652,E01029148,9.34,8
27517,E01028997,9.341,8
7645,E01008035,9.342,8
19895,E01020963,9.343,8
27932,E01029441,9.343,8
18728,E01019735,9.345,8
17832,E01018805,9.345,8
21878,E01023048,9.346,8
30268,E01031885,9.347,8
11907,E01012543,9.348,8
15166,E01015965,9.349,8
7530,E01007918,9.353,8
16916,E01017824,9.354,8
14023,E01014771,9.355,8
8376,E01008801,9.355,8
30629,E01032272,9.355,8
19466,E01020505,9.355,8
1535,E01001596,9.357,8
6803,E01007165,9.357,8
20473,E01021555,9.359,8
28402,E01029925,9.36,8
10551,E01011091,9.36,8
27337,E01028806,9.36,8
26537,E01027959,9.361,8
7537,E01007925,9.361,8
27982,E01029493,9.361,8
742,E01000774,9.362,8
16384,E01017252,9.363,8
29575,E01031152,9.363,8
25656,E01027022,9.368,8
18392,E01019391,9.368,8
24902,E01026222,9.369,8
3270,E01003428,9.369,8
20497,E01021582,9.37,8
23112,E01024351,9.37,8
20683,E01021784,9.372,8
30412,E01032041,9.372,8
21566,E01022718,9.372,8
31081,E01032775,9.375,8
16478,E01017352,9.375,8
943,E01000987,9.378,8
5856,E01006174,9.379,8
4265,E01004502,9.379,8
15735,E01016567,9.38,8
17630,E01018592,9.381,8
16640,E01017529,9.381,8
30127,E01031732,9.381,8
31037,E01032709,9.383,8
6993,E01007355,9.384,8
4691,E01004953,9.385,8
5891,E01006210,9.386,8
20690,E01021791,9.386,8
21085,E01022199,9.386,8
7299,E01007672,9.387,8
2338,E01002452,9.387,8
30019,E01031617,9.387,8
31032,E01032704,9.388,8
5419,E01005735,9.389,8
7599,E01007988,9.389,8
16946,E01017855,9.39,8
9188,E01009697,9.39,8
24561,E01025864,9.391,8
7476,E01007858,9.393,8
26171,E01027568,9.393,8
10627,E01011169,9.393,8
20103,E01021171,9.393,8
25965,E01027348,9.394,8
19566,E01020611,9.396,8
4472,E01004726,9.4,8
517,E01000539,9.401,8
29353,E01030916,9.401,8
25582,E01026938,9.401,8
20659,E01021760,9.402,8
29604,E01031182,9.402,8
10516,E01011056,9.403,8
16513,E01017387,9.404,8
15546,E01016370,9.406,8
18261,E01019253,9.406,8
26286,E01027688,9.407,8
15858,E01016703,9.407,8
28364,E01029885,9.407,8
21053,E01022166,9.409,8
21987,E01023163,9.409,8
1077,E01001127,9.41,8
4448,E01004701,9.41,8
29614,E01031192,9.411,8
28498,E01030034,9.412,8
19269,E01020300,9.413,8
25067,E01026394,9.414,8
19483,E01020524,9.414,8
27160,E01028614,9.416,8
21813,E01022983,9.421,8
24251,E01025542,9.422,8
16808,E01017713,9.422,8
17430,E01018381,9.424,8
4520,E01004780,9.426,8
2796,E01002941,9.426,8
24207,E01025498,9.427,8
29639,E01031218,9.427,8
3946,E01004147,9.428,8
11404,E01011997,9.43,8
28913,E01030469,9.43,8
31825,E01035718,9.430545112781957,8
25882,E01027261,9.431,8
3504,E01003677,9.431,8
28981,E01030537,9.432,8
25728,E01027098,9.432,8
3076,E01003225,9.432,8
20435,E01021514,9.433,8
27384,E01028854,9.434,8
13957,E01014700,9.435,8
26291,E01027693,9.435,8
22130,E01023311,9.435,8
21032,E01022144,9.437,8
13716,E01014444,9.437,8
6345,E01006684,9.437,8
29365,E01030928,9.439,8
27256,E01028716,9.439,8
29665,E01031246,9.439,8
6667,E01007023,9.44,8
22729,E01023938,9.441,8
24486,E01025784,9.442,8
24130,E01025416,9.443,8
29138,E01030698,9.444,8
5421,E01005737,9.448,8
14895,E01015689,9.448,8
3653,E01003830,9.449,8
5782,E01006100,9.449,8
3287,E01003445,9.449,8
240,E01000253,9.449,8
20765,E01021867,9.45,8
16547,E01017428,9.45,8
22363,E01023557,9.453,8
21380,E01022515,9.453,8
24371,E01025663,9.454,8
27636,E01029129,9.454,8
6749,E01007107,9.455,8
7798,E01008199,9.455,8
7968,E01008373,9.455,8
20434,E01021513,9.456,8
2821,E01002966,9.456,8
28622,E01030167,9.457,8
2754,E01002898,9.458,8
31254,E01032997,9.459,8
31826,E01035722,9.459534909493906,8
18942,E01019962,9.46,8
16859,E01017766,9.46,8
30420,E01032049,9.461,8
18597,E01019603,9.461,8
546,E01000569,9.462,8
11944,E01012583,9.462,8
1219,E01001273,9.462,8
6804,E01007166,9.465,8
18615,E01019621,9.466,8
11160,E01011743,9.466,8
16121,E01016979,9.467,8
1829,E01001927,9.468,8
17440,E01018391,9.468,8
23499,E01024761,9.469,8
12302,E01012955,9.47,8
5046,E01005336,9.47,8
21477,E01022622,9.471,8
9273,E01009785,9.472,8
27098,E01028545,9.472,8
1806,E01001904,9.473,8
18311,E01019307,9.473,8
9660,E01010179,9.473,8
29025,E01030582,9.474,8
11609,E01012230,9.475,8
12525,E01013189,9.475,8
3204,E01003361,9.475,8
8258,E01008677,9.475,8
14069,E01014821,9.476,8
14772,E01015557,9.476,8
2834,E01002979,9.478,8
4269,E01004506,9.478,8
30156,E01031765,9.479,8
30717,E01032366,9.479,8
30692,E01032338,9.479,8
3619,E01003796,9.481,8
28506,E01030042,9.482,8
21284,E01022408,9.483,8
29108,E01030668,9.483,8
5999,E01006318,9.483,8
18610,E01019616,9.483,8
28189,E01029706,9.484,8
26750,E01028179,9.485,8
13811,E01014546,9.485,8
14604,E01015378,9.487,8
7018,E01007380,9.487,8
4739,E01005001,9.49,8
11541,E01012156,9.494,8
24940,E01026262,9.495,8
17751,E01018718,9.496,8
16312,E01017178,9.496,8
30739,E01032388,9.496,8
21321,E01022452,9.496,8
1887,E01001987,9.497,8
17989,E01018970,9.497,8
17069,E01017990,9.498,8
6043,E01006362,9.498,8
22201,E01023385,9.499,8
11011,E01011583,9.499,8
30122,E01031726,9.5,8
753,E01000786,9.502,8
17391,E01018341,9.503,8
14353,E01015114,9.503,8
15499,E01016319,9.503,8
6648,E01007002,9.503,8
13675,E01014400,9.504,8
3993,E01004195,9.504,8
9992,E01010520,9.504,8
2721,E01002864,9.506,8
19311,E01020344,9.507,8
12813,E01013489,9.507,8
18590,E01019596,9.507,8
20776,E01021881,9.51,8
13825,E01014560,9.512,8
21782,E01022951,9.512,8
18757,E01019764,9.513,8
7648,E01008038,9.513,8
14524,E01015297,9.514,8
9964,E01010492,9.514,8
25108,E01026439,9.515,8
27268,E01028729,9.515,8
2748,E01002891,9.515,8
15950,E01016805,9.516,8
22875,E01024098,9.516,8
11343,E01011931,9.516,8
26239,E01027640,9.517,8
4656,E01004918,9.518,8
2210,E01002321,9.518,8
29274,E01030835,9.519,8
18120,E01019106,9.52,8
17754,E01018721,9.52,8
3312,E01003470,9.521,8
16840,E01017747,9.521,8
28420,E01029951,9.523,8
25841,E01027218,9.523,8
30555,E01032197,9.524,8
20066,E01021134,9.525,8
22222,E01023407,9.526,8
5812,E01006130,9.528,8
1072,E01001122,9.529,8
26472,E01027886,9.53,8
30341,E01031965,9.531,8
29807,E01031393,9.532,8
29851,E01031439,9.532,8
16114,E01016972,9.533,8
21668,E01022829,9.534,8
844,E01000883,9.536,8
25798,E01027174,9.536,8
28387,E01029909,9.537,8
28571,E01030111,9.538,8
16823,E01017730,9.539,8
5115,E01005409,9.539,8
25972,E01027356,9.542,8
19634,E01020680,9.542,8
25922,E01027304,9.543,8
23559,E01024827,9.544,8
224,E01000237,9.545,8
29144,E01030704,9.547,8
16743,E01017643,9.547,8
4531,E01004791,9.547,8
11299,E01011886,9.547,8
14547,E01015320,9.549,8
21570,E01022722,9.549,8
15519,E01016339,9.549,8
3497,E01003670,9.549,8
29697,E01031280,9.553,8
18166,E01019153,9.553,8
9404,E01009917,9.554,8
6473,E01006822,9.558,8
23020,E01024255,9.561,8
21263,E01022387,9.562,8
27100,E01028547,9.564,8
19319,E01020352,9.564,8
25788,E01027164,9.565,8
7598,E01007987,9.566,8
187,E01000200,9.566,8
1484,E01001544,9.567,8
14273,E01015034,9.568,8
24822,E01026138,9.569,8
21177,E01022295,9.569,8
28136,E01029652,9.57,8
9177,E01009686,9.571,8
10045,E01010574,9.573,8
25139,E01026473,9.574,8
23164,E01024409,9.575,8
23601,E01024869,9.575,8
28012,E01029525,9.576,8
12332,E01012989,9.576,8
29658,E01031239,9.576,8
4360,E01004602,9.577,8
18368,E01019366,9.577,8
24206,E01025497,9.578,8
23104,E01024343,9.579,8
20259,E01021332,9.582,8
3919,E01004119,9.583,8
4876,E01005155,9.583,8
516,E01000538,9.585,8
540,E01000563,9.588,8
7252,E01007622,9.589,8
5422,E01005738,9.589,8
11033,E01011605,9.589,8
30523,E01032160,9.59,8
29291,E01030853,9.59,8
4738,E01005000,9.592,8
23193,E01024440,9.593,8
22199,E01023383,9.593,8
17288,E01018228,9.597,8
12728,E01013400,9.598,8
17352,E01018298,9.599,8
11560,E01012177,9.599,8
20981,E01022092,9.6,8
16280,E01017145,9.602,8
12326,E01012983,9.605,8
10225,E01010758,9.606,8
21029,E01022141,9.606,8
25101,E01026432,9.607,8
16894,E01017802,9.608,8
11380,E01011970,9.609,8
29275,E01030836,9.611,8
26775,E01028204,9.611,8
16834,E01017741,9.611,8
3939,E01004139,9.611,8
25041,E01026368,9.612,8
26747,E01028176,9.612,8
30647,E01032290,9.614,8
22800,E01024017,9.616,8
12389,E01013046,9.617,8
29252,E01030813,9.617,8
28186,E01029703,9.618,8
1808,E01001906,9.619,8
25631,E01026993,9.619,8
26188,E01027586,9.62,8
20815,E01021920,9.62,8
395,E01000411,9.621,8
19973,E01021041,9.622,8
16921,E01017829,9.623,8
1483,E01001543,9.625,8
16036,E01016893,9.626,8
8093,E01008507,9.626,8
21487,E01022633,9.627,8
19552,E01020597,9.627,8
26035,E01027420,9.627,8
29711,E01031294,9.628,8
23195,E01024442,9.628,8
7305,E01007678,9.629,8
15371,E01016180,9.63,8
10747,E01011297,9.631,8
9388,E01009901,9.631,8
19886,E01020953,9.631,8
10630,E01011174,9.633,8
25915,E01027297,9.638,8
10575,E01011115,9.64,8
21360,E01022492,9.641,8
21504,E01022652,9.641,8
8953,E01009440,9.641,8
11469,E01012067,9.642,8
108,E01000117,9.642,8
3601,E01003778,9.642,8
2181,E01002291,9.644,8
30813,E01032463,9.644,8
24467,E01025764,9.644,8
15122,E01015920,9.645,8
30542,E01032184,9.646,8
19099,E01020128,9.647,8
29424,E01030991,9.647,8
17214,E01018153,9.648,8
22629,E01023831,9.648,8
20899,E01022005,9.649,8
15032,E01015829,9.649,8
13724,E01014452,9.651,8
19073,E01020102,9.652,8
30413,E01032042,9.652,8
11914,E01012550,9.652,8
10934,E01011496,9.652,8
758,E01000791,9.652,8
27548,E01029033,9.653,8
15161,E01015960,9.654,8
18465,E01019467,9.654,8
14104,E01014857,9.657,8
17343,E01018289,9.657,8
17166,E01018099,9.658,8
17603,E01018565,9.659,8
30724,E01032373,9.66,8
27949,E01029458,9.661,8
20823,E01021928,9.661,8
24753,E01026065,9.661,8
18645,E01019652,9.662,8
24607,E01025911,9.662,8
332,E01000346,9.662,8
2412,E01002534,9.663,8
29689,E01031272,9.664,8
17275,E01018215,9.665,8
25195,E01026530,9.665,8
20039,E01021107,9.667,8
27351,E01028821,9.668,8
21919,E01023089,9.668,8
26393,E01027801,9.669,8
27266,E01028726,9.67,8
24660,E01025967,9.67,8
3535,E01003709,9.673,8
7924,E01008328,9.673,8
17181,E01018117,9.674,8
24260,E01025551,9.674,8
21160,E01022278,9.677,8
28268,E01029788,9.679,8
25660,E01027026,9.679,8
27712,E01029209,9.68,8
15847,E01016690,9.681,8
23352,E01024605,9.681,8
29170,E01030730,9.683,8
28820,E01030373,9.683,8
31437,E01033245,9.686,8
2255,E01002367,9.687,8
19218,E01020249,9.689,8
16079,E01016936,9.689,8
28479,E01030015,9.689,8
26518,E01027940,9.69,8
24311,E01025602,9.69,8
23471,E01024730,9.69,8
18910,E01019929,9.69,8
12965,E01013643,9.691,8
26983,E01028420,9.692,8
18855,E01019867,9.693,8
27213,E01028671,9.693,8
8981,E01009468,9.695,8
11850,E01012485,9.695,8
19962,E01021030,9.697,8
2683,E01002825,9.697,8
20702,E01021803,9.697,8
24628,E01025935,9.698,8
16769,E01017671,9.699,8
26969,E01028406,9.7,8
24652,E01025959,9.7,8
27549,E01029034,9.702,8
20513,E01021599,9.702,8
20843,E01021948,9.703,8
18347,E01019345,9.703,8
1850,E01001950,9.705,8
1896,E01001996,9.706,8
26499,E01027919,9.707,8
27149,E01028603,9.708,8
160,E01000173,9.709,8
1481,E01001541,9.711,8
22234,E01023419,9.712,8
13697,E01014425,9.712,8
5145,E01005443,9.713,8
29304,E01030867,9.716,8
17004,E01017916,9.718,8
11055,E01011628,9.718,8
4482,E01004736,9.719,8
29831,E01031418,9.719,8
30462,E01032095,9.719,8
8035,E01008447,9.721,8
12348,E01013005,9.721,8
30644,E01032287,9.722,8
14020,E01014766,9.722,8
16544,E01017425,9.722,8
17837,E01018811,9.722,8
5535,E01005852,9.724,8
29297,E01030859,9.725,8
24435,E01025732,9.725,8
30584,E01032226,9.727,8
3505,E01003678,9.727,8
18379,E01019378,9.727,8
31183,E01032904,9.728,8
15521,E01016341,9.729,8
871,E01000910,9.73,8
19987,E01021055,9.73,8
22067,E01023246,9.73,8
11623,E01012244,9.731,8
3852,E01004051,9.731,8
30290,E01031910,9.732,8
31419,E01033218,9.732,8
23323,E01024575,9.735,8
17210,E01018148,9.735,8
25673,E01027040,9.735,8
13714,E01014442,9.735,8
22467,E01023662,9.736,8
23513,E01024779,9.736,8
31166,E01032881,9.738,8
13673,E01014398,9.739,8
12586,E01013256,9.739,8
12737,E01013409,9.741,8
30252,E01031865,9.741,8
29472,E01031040,9.742,8
28567,E01030107,9.743,8
9294,E01009806,9.744,8
2804,E01002949,9.745,8
29632,E01031210,9.746,8
25216,E01026551,9.746,8
21761,E01022929,9.747,8
18825,E01019834,9.747,8
2094,E01002201,9.749,8
24388,E01025681,9.751,8
19960,E01021028,9.753,8
30977,E01032640,9.755,8
9782,E01010307,9.755,8
23279,E01024527,9.756,8
13661,E01014386,9.756,8
20007,E01021075,9.757,8
27794,E01029294,9.757,8
13409,E01014123,9.76,8
29062,E01030622,9.76,8
17118,E01018050,9.761,8
1020,E01001069,9.762,8
12019,E01012660,9.764,8
15514,E01016334,9.765,8
17100,E01018026,9.766,8
28295,E01029815,9.768,8
19550,E01020595,9.771,8
31113,E01032819,9.773,8
998,E01001046,9.773,8
31082,E01032776,9.775,8
27969,E01029478,9.776,8
12380,E01013037,9.776,8
17122,E01018054,9.777,8
12593,E01013263,9.777,8
