,LSOA21 code,IMD score,IMD decile
23126,E01024367,14.951,6
24367,E01025659,14.951,6
28341,E01029861,14.952,6
28071,E01029586,14.953,6
4149,E01004383,14.955,6
15676,E01016506,14.956,6
15698,E01016530,14.956,6
17116,E01018047,14.956,6
2527,E01002656,14.958,6
6517,E01006867,14.959,6
816,E01000851,14.959,6
29465,E01031033,14.962,6
14971,E01015766,14.962,6
16078,E01016935,14.962,6
19150,E01020179,14.963,6
17788,E01018755,14.965,6
10378,E01010915,14.969,6
25567,E01026920,14.97,6
22594,E01023795,14.97,6
30173,E01031782,14.974,6
29121,E01030681,14.975,6
19824,E01020888,14.976,6
26080,E01027472,14.976,6
17013,E01017925,14.976,6
12815,E01013491,14.977,6
25329,E01026669,14.977,6
14247,E01015008,14.978,6
7592,E01007981,14.978,6
4226,E01004463,14.978,6
983,E01001029,14.98,6
1891,E01001991,14.98,6
5250,E01005550,14.98,6
19506,E01020549,14.98,6
17647,E01018610,14.981,6
13828,E01014563,14.984,6
11971,E01012610,14.986,6
30263,E01031877,14.988,6
5016,E01005306,14.988,6
17231,E01018170,14.988,6
18474,E01019477,14.99,6
3596,E01003773,14.99,6
7755,E01008152,14.99,6
10517,E01011057,14.99,6
23326,E01024578,14.993,6
9562,E01010081,14.994,6
11121,E01011704,14.996,6
6708,E01007064,14.998,6
26615,E01028037,15.001,6
2383,E01002497,15.001,6
4880,E01005159,15.003,6
3583,E01003760,15.006,6
28844,E01030399,15.007,6
17422,E01018373,15.007,6
15648,E01016477,15.009,6
564,E01000587,15.01,6
22316,E01023506,15.013,6
7045,E01007409,15.014,6
26165,E01027562,15.016,6
7776,E01008176,15.016,6
881,E01000920,15.017,6
10893,E01011451,15.018,6
28562,E01030100,15.023,6
19504,E01020546,15.025,6
22071,E01023250,15.026,6
31800,E01033756,15.028,6
27625,E01029118,15.028,6
22706,E01023913,15.033,6
4117,E01004351,15.035,6
7471,E01007853,15.035,6
15947,E01016802,15.036,6
4701,E01004963,15.039,6
30999,E01032666,15.039,6
22603,E01023804,15.039,6
11639,E01012260,15.039,6
23461,E01024719,15.041,6
2718,E01002861,15.041,6
12377,E01013034,15.041,6
6587,E01006939,15.042,6
20062,E01021130,15.043,6
20632,E01021733,15.043,6
18348,E01019346,15.043,6
23374,E01024630,15.043,6
19523,E01020566,15.045,6
30373,E01032000,15.045,6
19191,E01020221,15.045,6
27569,E01029057,15.046,6
27381,E01028851,15.046,6
28959,E01030515,15.047,6
23189,E01024436,15.047,6
12414,E01013072,15.048,6
7451,E01007829,15.049,6
18279,E01019273,15.051,6
11746,E01012378,15.051,6
19608,E01020654,15.051,6
23741,E01025014,15.052,6
10253,E01010787,15.053,6
25628,E01026989,15.053,6
17671,E01018635,15.054,6
20621,E01021722,15.055,6
25986,E01027371,15.058,6
27661,E01029157,15.059,6
16432,E01017303,15.06,6
14024,E01014772,15.063,6
10570,E01011110,15.063,6
13988,E01014733,15.063,6
28018,E01029532,15.066,6
20882,E01021987,15.066,6
13674,E01014399,15.067,6
13378,E01014092,15.068,6
29169,E01030729,15.073,6
18540,E01019545,15.075,6
30033,E01031632,15.076,6
30444,E01032075,15.076,6
12620,E01013290,15.076,6
7737,E01008134,15.077,6
30458,E01032091,15.078,6
3491,E01003663,15.078,6
29821,E01031408,15.078,6
16969,E01017878,15.079,6
8527,E01008968,15.081,6
24614,E01025919,15.081,6
3566,E01003742,15.083,6
14032,E01014780,15.083,6
28356,E01029877,15.083,6
1255,E01001309,15.083,6
7229,E01007598,15.087,6
22658,E01023863,15.089,6
19492,E01020533,15.09,6
31225,E01032964,15.09,6
8980,E01009467,15.092,6
9559,E01010078,15.093,6
6265,E01006596,15.094,6
6884,E01007246,15.095,6
26247,E01027648,15.098,6
22427,E01023622,15.102,6
251,E01000265,15.103,6
29493,E01031061,15.103,6
19871,E01020938,15.103,6
30068,E01031669,15.104,6
15902,E01016753,15.104,6
5321,E01005627,15.105,6
2036,E01002141,15.108,6
746,E01000779,15.109,6
15563,E01016388,15.11,6
26258,E01027659,15.11,6
20381,E01021460,15.113,6
26746,E01028175,15.114,6
15066,E01015863,15.115,6
30442,E01032073,15.115,6
18725,E01019732,15.116,6
23579,E01024847,15.116,6
29569,E01031145,15.117,6
15146,E01015945,15.118,6
17738,E01018704,15.118,6
29934,E01031528,15.121,6
11703,E01012334,15.121,6
4245,E01004482,15.123,6
26890,E01028325,15.124,6
21855,E01023025,15.124,6
2156,E01002266,15.126,6
11866,E01012501,15.126,6
28674,E01030224,15.127,6
29832,E01031419,15.128,6
13094,E01013785,15.128,6
28505,E01030041,15.128,6
14160,E01014914,15.129,6
23161,E01024406,15.13,6
17212,E01018150,15.13,6
23754,E01025027,15.131,6
15121,E01015919,15.131,6
3015,E01003163,15.132,6
15992,E01016849,15.133,6
27702,E01029199,15.133,6
26369,E01027775,15.134,6
271,E01000285,15.134,6
28384,E01029906,15.137,6
31287,E01033043,15.137,6
8370,E01008792,15.14,6
19200,E01020231,15.141,6
26116,E01027511,15.141,6
28025,E01029539,15.142,6
16885,E01017793,15.143,6
29633,E01031211,15.145,6
20649,E01021750,15.145,6
18869,E01019882,15.145,6
31182,E01032902,15.146,6
19092,E01020121,15.146,6
17390,E01018340,15.146,6
17834,E01018807,15.148,6
20000,E01021068,15.15,6
994,E01001040,15.153,6
25974,E01027358,15.154,6
4244,E01004481,15.155,6
31293,E01033049,15.155,6
22799,E01024016,15.156,6
27788,E01029288,15.157,6
1536,E01001597,15.157,6
29820,E01031407,15.158,6
19507,E01020550,15.158,6
29555,E01031130,15.159,6
30807,E01032457,15.16,6
2030,E01002135,15.16,6
19469,E01020508,15.16,6
11246,E01011833,15.162,6
5102,E01005394,15.163,6
16512,E01017386,15.163,6
28559,E01030097,15.165,6
7596,E01007985,15.165,6
28638,E01030186,15.167,6
11452,E01012049,15.168,6
13569,E01014292,15.17,6
5558,E01005875,15.17,6
6452,E01006801,15.171,6
18546,E01019551,15.173,6
27553,E01029039,15.18,6
29995,E01031591,15.181,6
4292,E01004530,15.181,6
18916,E01019935,15.183,6
18021,E01019003,15.183,6
1479,E01001539,15.185,6
26324,E01027726,15.188,6
21484,E01022630,15.189,6
8348,E01008770,15.19,6
26162,E01027559,15.192,6
31392,E01033179,15.194,6
19454,E01020493,15.196,6
882,E01000921,15.197,6
21442,E01022584,15.2,6
29917,E01031508,15.201,6
21369,E01022503,15.204,6
3001,E01003149,15.204,6
31307,E01033064,15.205,6
13731,E01014459,15.206,6
1364,E01001419,15.206,6
13191,E01013887,15.21,6
12769,E01013442,15.211,6
29514,E01031085,15.212,6
29642,E01031221,15.213,6
24244,E01025535,15.218,6
16348,E01017214,15.219,6
10958,E01011524,15.224,6
22652,E01023855,15.224,6
4648,E01004910,15.226,6
3240,E01003398,15.226,6
26683,E01028109,15.227,6
23523,E01024790,15.229,6
6070,E01006389,15.23,6
25338,E01026678,15.23,6
19302,E01020335,15.232,6
2777,E01002921,15.232,6
23847,E01025123,15.232,6
28353,E01029874,15.234,6
31775,E01033719,15.237,6
27452,E01028926,15.237,6
21563,E01022715,15.24,6
29663,E01031244,15.24,6
1010,E01001059,15.24,6
28276,E01029796,15.24,6
26389,E01027797,15.243,6
8819,E01009292,15.243,6
22796,E01024013,15.244,6
11106,E01011689,15.244,6
28312,E01029832,15.248,6
1298,E01001352,15.249,6
16206,E01017066,15.25,6
23592,E01024860,15.254,6
21858,E01023028,15.255,6
24409,E01025704,15.255,6
14435,E01015201,15.255,6
31473,E01033288,15.255,6
30106,E01031709,15.257,6
4289,E01004527,15.258,6
26575,E01027997,15.259,6
17850,E01018824,15.261,6
19650,E01020697,15.261,6
18247,E01019239,15.261,6
254,E01000268,15.262,6
31666,E01033570,15.262,6
22204,E01023388,15.262,6
27035,E01028479,15.265,6
18641,E01019648,15.267,6
15889,E01016737,15.269,6
20258,E01021331,15.271,6
23999,E01025279,15.272,6
2371,E01002485,15.274,6
31811,E01035711,15.27651923076923,6
3887,E01004086,15.277,6
28191,E01029708,15.278,6
24599,E01025903,15.282,6
26084,E01027476,15.283,6
14878,E01015672,15.284,6
31298,E01033054,15.286,6
27492,E01028970,15.286,6
28226,E01029746,15.287,6
17654,E01018617,15.287,6
12300,E01012953,15.289,6
22847,E01024070,15.291,6
14609,E01015383,15.291,6
22829,E01024052,15.291,6
29093,E01030653,15.293,6
21276,E01022400,15.294,6
10430,E01010969,15.295,6
27403,E01028874,15.296,6
15334,E01016142,15.296,6
2242,E01002353,15.297,6
19518,E01020561,15.297,6
7081,E01007446,15.299,6
27407,E01028878,15.3,6
2858,E01003003,15.301,6
20326,E01021401,15.302,6
29374,E01030938,15.306,6
25659,E01027025,15.306,6
17782,E01018749,15.306,6
23270,E01024518,15.307,6
9092,E01009586,15.308,6
9461,E01009975,15.309,6
26731,E01028160,15.309,6
25664,E01027030,15.31,6
13777,E01014508,15.31,6
7191,E01007560,15.311,6
23423,E01024680,15.314,6
20283,E01021356,15.318,6
9658,E01010177,15.319,6
30235,E01031848,15.321,6
24317,E01025608,15.321,6
14665,E01015440,15.322,6
24842,E01026159,15.324,6
27905,E01029413,15.325,6
20125,E01021193,15.326,6
10371,E01010908,15.326,6
24688,E01025995,15.328,6
23602,E01024870,15.329,6
17351,E01018297,15.329,6
12776,E01013449,15.329,6
25145,E01026479,15.33,6
205,E01000218,15.33,6
13509,E01014228,15.331,6
26879,E01028312,15.331,6
21256,E01022379,15.332,6
18731,E01019738,15.333,6
10883,E01011441,15.333,6
19443,E01020482,15.333,6
31675,E01033589,15.334,6
26352,E01027758,15.335,6
24068,E01025351,15.337,6
14545,E01015318,15.339,6
901,E01000942,15.339,6
14885,E01015679,15.341,6
14093,E01014846,15.341,6
12366,E01013023,15.343,6
14861,E01015653,15.344,6
21145,E01022263,15.345,6
15591,E01016416,15.346,6
9699,E01010219,15.346,6
25672,E01027039,15.347,6
30057,E01031658,15.347,6
4792,E01005054,15.35,6
13820,E01014555,15.351,6
20057,E01021125,15.352,6
14696,E01015478,15.357,6
24271,E01025562,15.358,6
23321,E01024572,15.358,6
21105,E01022222,15.358,6
13344,E01014058,15.36,6
8515,E01008956,15.361,6
22632,E01023835,15.362,6
25229,E01026565,15.363,6
25425,E01026771,15.363,6
26487,E01027902,15.364,6
25705,E01027073,15.364,6
21695,E01022858,15.364,6
8956,E01009443,15.365,6
16096,E01016953,15.367,6
16697,E01017592,15.37,6
16190,E01017049,15.37,6
9614,E01010133,15.371,6
29894,E01031484,15.371,6
28360,E01029881,15.374,6
20120,E01021188,15.374,6
10059,E01010588,15.377,6
1289,E01001343,15.378,6
3255,E01003413,15.38,6
21584,E01022736,15.381,6
20541,E01021629,15.382,6
22389,E01023583,15.382,6
12694,E01013364,15.384,6
19405,E01020440,15.386,6
26865,E01028298,15.388,6
31844,E01035476,15.388037219901255,6
7910,E01008314,15.392,6
29536,E01031108,15.392,6
24887,E01026205,15.393,6
31009,E01032677,15.394,6
4127,E01004361,15.397,6
27357,E01028827,15.398,6
30482,E01032117,15.399,6
26773,E01028202,15.4,6
3610,E01003787,15.402,6
26714,E01028142,15.403,6
29154,E01030714,15.403,6
9868,E01010394,15.404,6
1042,E01001091,15.404,6
26042,E01027428,15.404,6
12998,E01013680,15.404,6
20319,E01021394,15.405,6
4147,E01004381,15.405,6
15451,E01016268,15.405,6
11458,E01012055,15.408,6
25109,E01026440,15.408,6
19954,E01021022,15.408,6
3025,E01003173,15.409,6
23064,E01024301,15.411,6
16480,E01017354,15.412,6
31246,E01032988,15.413,6
8592,E01009040,15.415,6
789,E01000824,15.415,6
17048,E01017963,15.417,6
7712,E01008104,15.419,6
25289,E01026627,15.422,6
25646,E01027011,15.423,6
4711,E01004973,15.423,6
10374,E01010911,15.424,6
13199,E01013895,15.425,6
24622,E01025929,15.427,6
4340,E01004581,15.428,6
21905,E01023075,15.429,6
13567,E01014290,15.432,6
22309,E01023499,15.433,6
21056,E01022169,15.433,6
5902,E01006221,15.434,6
21072,E01022186,15.434,6
2220,E01002331,15.434,6
8157,E01008574,15.436,6
2789,E01002933,15.439,6
9460,E01009974,15.44,6
12447,E01013105,15.441,6
1192,E01001245,15.441,6
7656,E01008046,15.441,6
5828,E01006146,15.442,6
21143,E01022261,15.444,6
24099,E01025384,15.446,6
9560,E01010079,15.448,6
29583,E01031160,15.448,6
30322,E01031942,15.45,6
7584,E01007973,15.451,6
30005,E01031601,15.451,6
12439,E01013097,15.452,6
2216,E01002327,15.455,6
9613,E01010132,15.455,6
2538,E01002668,15.455,6
18914,E01019933,15.456,6
1799,E01001897,15.457,6
7245,E01007615,15.457,6
25721,E01027090,15.459,6
5098,E01005390,15.46,6
27672,E01029169,15.46,6
21095,E01022210,15.46,6
24728,E01026040,15.462,6
31557,E01033418,15.462,6
24719,E01026031,15.462,6
22158,E01023340,15.463,6
27770,E01029269,15.464,6
28069,E01029584,15.466,6
27864,E01029371,15.467,6
17230,E01018169,15.467,6
30640,E01032283,15.471,6
1360,E01001415,15.471,6
179,E01000192,15.472,6
15411,E01016224,15.473,6
1437,E01001494,15.474,6
7779,E01008179,15.474,6
9655,E01010174,15.475,6
2021,E01002125,15.476,6
14768,E01015553,15.476,6
25793,E01027169,15.476,6
270,E01000284,15.477,6
28516,E01030052,15.478,6
1922,E01002023,15.478,6
10530,E01011070,15.481,6
30758,E01032407,15.482,6
14266,E01015027,15.484,6
29915,E01031506,15.484,6
20275,E01021348,15.485,6
18694,E01019701,15.486,6
16904,E01017812,15.486,6
24426,E01025723,15.487,6
1511,E01001572,15.488,6
30267,E01031884,15.49,6
14338,E01015099,15.492,6
9170,E01009676,15.493,6
4113,E01004347,15.495,6
14458,E01015224,15.497,6
5546,E01005863,15.497,6
27220,E01028678,15.499,6
23865,E01025145,15.5,6
11026,E01011598,15.501,6
17305,E01018247,15.501,6
22973,E01024205,15.502,6
17115,E01018045,15.502,6
2559,E01002693,15.502,6
11151,E01011734,15.502,6
1862,E01001962,15.503,6
25843,E01027220,15.504,6
28217,E01029737,15.505,6
493,E01000513,15.506,6
22399,E01023593,15.508,6
16719,E01017616,15.508,6
19132,E01020161,15.509,6
21771,E01022940,15.51,6
11110,E01011693,15.511,6
20488,E01021571,15.511,6
21583,E01022735,15.513,6
6575,E01006927,15.515,6
27594,E01029084,15.516,6
14599,E01015373,15.518,6
19210,E01020241,15.519,6
20271,E01021344,15.52,6
29827,E01031414,15.52,6
28723,E01030273,15.522,6
190,E01000203,15.523,6
27299,E01028762,15.524,6
1235,E01001289,15.526,6
3533,E01003707,15.526,6
9042,E01009529,15.526,6
17165,E01018098,15.527,6
18385,E01019384,15.528,6
4255,E01004492,15.53,6
23156,E01024401,15.53,6
21323,E01022454,15.531,6
6603,E01006955,15.531,6
22765,E01023977,15.532,6
25214,E01026549,15.533,6
28041,E01029556,15.533,6
7090,E01007456,15.533,6
27199,E01028657,15.536,6
25106,E01026437,15.536,6
30196,E01031807,15.537,6
558,E01000581,15.538,6
24936,E01026257,15.541,6
5066,E01005356,15.542,6
2218,E01002329,15.543,6
26791,E01028220,15.544,6
20011,E01021079,15.544,6
27304,E01028771,15.545,6
22957,E01024187,15.546,6
28283,E01029803,15.55,6
27768,E01029267,15.552,6
26759,E01028188,15.553,6
468,E01000486,15.555,6
27642,E01029135,15.555,6
2476,E01002602,15.557,6
6830,E01007192,15.557,6
14793,E01015579,15.557,6
5111,E01005403,15.561,6
15887,E01016734,15.561,6
31021,E01032692,15.566,6
13823,E01014558,15.566,6
7044,E01007408,15.572,6
23915,E01025195,15.573,6
10115,E01010644,15.575,6
22351,E01023545,15.575,6
24294,E01025585,15.58,6
18243,E01019235,15.58,6
21042,E01022154,15.581,6
27082,E01028528,15.581,6
260,E01000274,15.582,6
1819,E01001917,15.582,6
138,E01000150,15.583,6
23544,E01024812,15.584,6
31755,E01033696,15.584,6
31486,E01033308,15.59,6
29899,E01031490,15.59,6
18004,E01018986,15.591,6
13547,E01014270,15.592,6
13677,E01014403,15.593,6
29973,E01031568,15.594,6
3770,E01003952,15.594,6
25511,E01026862,15.595,6
288,E01000302,15.595,6
509,E01000530,15.596,6
13497,E01014215,15.6,6
19918,E01020986,15.601,6
30973,E01032636,15.601,6
12270,E01012922,15.601,6
24679,E01025986,15.602,6
29860,E01031448,15.603,6
1775,E01001872,15.605,6
31432,E01033239,15.606,6
23712,E01024985,15.606,6
2692,E01002834,15.607,6
22125,E01023306,15.607,6
20118,E01021186,15.607,6
11569,E01012186,15.608,6
24365,E01025657,15.609,6
3879,E01004078,15.61,6
31812,E01035707,15.610917785784473,6
10383,E01010920,15.611,6
2775,E01002919,15.611,6
3822,E01004017,15.612,6
7041,E01007404,15.614,6
27382,E01028852,15.614,6
6246,E01006577,15.615,6
25118,E01026449,15.615,6
5528,E01005845,15.616,6
31488,E01033311,15.616,6
28056,E01029571,15.617,6
28521,E01030057,15.617,6
25141,E01026475,15.617,6
26496,E01027915,15.618,6
5075,E01005365,15.619,6
26334,E01027736,15.619,6
16919,E01017827,15.622,6
24710,E01026021,15.622,6
13355,E01014069,15.629,6
1906,E01002006,15.629,6
11298,E01011885,15.63,6
5380,E01005694,15.63,6
25252,E01026590,15.63,6
6903,E01007265,15.631,6
20324,E01021399,15.632,6
24709,E01026020,15.632,6
10152,E01010684,15.633,6
27903,E01029411,15.634,6
25806,E01027182,15.634,6
1890,E01001990,15.635,6
23458,E01024716,15.636,6
19883,E01020950,15.636,6
26581,E01028003,15.637,6
13764,E01014494,15.638,6
15554,E01016379,15.64,6
11538,E01012152,15.642,6
25450,E01026797,15.642,6
25678,E01027045,15.643,6
22339,E01023532,15.643,6
30475,E01032109,15.643,6
3109,E01003261,15.644,6
16915,E01017823,15.644,6
1200,E01001253,15.645,6
2018,E01002122,15.646,6
28610,E01030153,15.646,6
31783,E01033734,15.647,6
4414,E01004658,15.648,6
4737,E01004999,15.648,6
20590,E01021688,15.649,6
231,E01000244,15.649,6
2546,E01002676,15.65,6
22476,E01023671,15.65,6
17666,E01018630,15.651,6
16154,E01017012,15.651,6
1216,E01001270,15.651,6
23397,E01024653,15.652,6
28326,E01029846,15.652,6
21963,E01023135,15.652,6
4530,E01004790,15.653,6
10263,E01010797,15.653,6
16783,E01017687,15.655,6
14783,E01015568,15.657,6
27627,E01029120,15.658,6
27572,E01029060,15.658,6
16794,E01017698,15.658,6
2753,E01002897,15.663,6
21117,E01022235,15.665,6
26584,E01028006,15.665,6
24513,E01025815,15.665,6
19294,E01020327,15.667,6
28607,E01030150,15.669,6
3614,E01003791,15.669,6
26096,E01027488,15.669,6
19121,E01020150,15.67,6
25012,E01026339,15.67,6
25115,E01026446,15.67,6
16182,E01017041,15.673,6
30612,E01032255,15.675,6
17783,E01018750,15.676,6
10372,E01010909,15.676,6
30445,E01032076,15.679,6
29767,E01031352,15.679,6
31649,E01033541,15.679,6
25267,E01026605,15.68,6
6834,E01007196,15.681,6
12287,E01012940,15.682,6
16574,E01017457,15.682,6
19781,E01020843,15.682,6
27952,E01029461,15.683,6
31533,E01033386,15.685,6
8323,E01008745,15.685,6
19402,E01020437,15.687,6
9418,E01009931,15.689,6
1804,E01001902,15.69,6
27818,E01029321,15.692,6
25859,E01027237,15.693,6
11791,E01012423,15.694,6
17608,E01018570,15.694,6
15139,E01015937,15.695,6
1709,E01001803,15.695,6
29616,E01031194,15.695,6
4393,E01004636,15.699,6
26622,E01028046,15.701,6
28306,E01029826,15.701,6
4365,E01004608,15.701,6
26699,E01028125,15.702,6
6454,E01006803,15.703,6
15885,E01016732,15.704,6
30930,E01032590,15.705,6
15127,E01015925,15.705,6
19364,E01020398,15.709,6
22281,E01023469,15.71,6
9974,E01010502,15.711,6
11259,E01011846,15.712,6
27221,E01028679,15.712,6
1512,E01001573,15.713,6
20984,E01022095,15.713,6
6886,E01007248,15.714,6
19549,E01020594,15.715,6
1852,E01001952,15.715,6
22003,E01023179,15.716,6
30620,E01032263,15.716,6
3492,E01003664,15.719,6
16931,E01017839,15.723,6
13574,E01014297,15.725,6
6681,E01007037,15.726,6
22804,E01024022,15.728,6
25534,E01026886,15.728,6
30306,E01031926,15.729,6
3666,E01003843,15.73,6
31319,E01033080,15.732,6
25547,E01026900,15.732,6
22597,E01023798,15.733,6
16334,E01017200,15.735,6
9638,E01010157,15.737,6
29198,E01030759,15.741,6
7315,E01007688,15.742,6
13421,E01014135,15.743,6
10978,E01011548,15.743,6
5957,E01006276,15.744,6
27238,E01028697,15.745,6
27036,E01028480,15.745,6
13681,E01014409,15.745,6
8041,E01008453,15.746,6
25684,E01027051,15.747,6
20331,E01021406,15.749,6
24048,E01025330,15.75,6
16999,E01017911,15.751,6
16151,E01017009,15.751,6
29140,E01030700,15.751,6
1230,E01001284,15.752,6
4109,E01004343,15.753,6
27919,E01029428,15.754,6
25716,E01027085,15.755,6
5724,E01006042,15.757,6
30712,E01032360,15.759,6
27241,E01028700,15.76,6
9595,E01010114,15.761,6
1960,E01002062,15.762,6
3853,E01004052,15.763,6
14226,E01014986,15.764,6
21792,E01022962,15.765,6
26612,E01028034,15.766,6
22388,E01023582,15.768,6
26083,E01027475,15.769,6
18206,E01019196,15.77,6
22848,E01024071,15.771,6
26160,E01027557,15.771,6
19468,E01020507,15.772,6
26098,E01027490,15.773,6
3069,E01003218,15.773,6
20793,E01021898,15.774,6
17418,E01018369,15.775,6
14853,E01015644,15.775,6
26627,E01028051,15.775,6
6758,E01007116,15.775,6
24302,E01025593,15.777,6
30016,E01031614,15.777,6
26682,E01028108,15.778,6
5103,E01005395,15.778,6
24209,E01025500,15.778,6
31478,E01033296,15.778,6
31283,E01033039,15.78,6
30812,E01032462,15.78,6
22600,E01023801,15.78,6
2040,E01002145,15.781,6
24132,E01025418,15.782,6
26048,E01027434,15.783,6
28682,E01030232,15.784,6
15410,E01016223,15.784,6
601,E01000629,15.786,6
7989,E01008397,15.786,6
30401,E01032030,15.787,6
19206,E01020237,15.79,6
28469,E01030005,15.79,6
16556,E01017437,15.79,6
10063,E01010592,15.792,6
12261,E01012912,15.794,6
13374,E01014088,15.794,6
2440,E01002563,15.794,6
18712,E01019719,15.795,6
23188,E01024435,15.797,6
24943,E01026265,15.798,6
31891,E01035054,15.798961538461537,6
18100,E01019084,15.799,6
853,E01000892,15.799,6
7350,E01007725,15.8,6
2606,E01002742,15.801,6
28660,E01030209,15.801,6
10436,E01010975,15.802,6
26034,E01027419,15.803,6
1467,E01001527,15.807,6
2609,E01002745,15.807,6
26374,E01027780,15.808,6
24466,E01025763,15.813,6
14985,E01015780,15.813,6
11734,E01012366,15.813,6
4135,E01004369,15.818,6
5107,E01005399,15.819,6
24923,E01026244,15.82,6
2540,E01002670,15.821,6
25412,E01026757,15.821,6
27104,E01028551,15.823,6
19964,E01021032,15.824,6
2308,E01002422,15.824,6
2296,E01002410,15.825,6
30650,E01032296,15.825,6
30829,E01032480,15.825,6
26619,E01028043,15.825,6
5337,E01005643,15.826,6
20754,E01021855,15.827,6
12829,E01013505,15.828,6
22911,E01024136,15.828,6
462,E01000479,15.83,6
20509,E01021595,15.831,6
10955,E01011521,15.832,6
29804,E01031390,15.833,6
23031,E01024266,15.833,6
26342,E01027744,15.835,6
17935,E01018912,15.836,6
21791,E01022961,15.836,6
16900,E01017808,15.837,6
9911,E01010438,15.837,6
28535,E01030071,15.838,6
22839,E01024062,15.839,6
17861,E01018835,15.839,6
3508,E01003681,15.84,6
4461,E01004715,15.84,6
29818,E01031405,15.84,6
31059,E01032740,15.841,6
11700,E01012331,15.842,6
7976,E01008381,15.844,6
16735,E01017634,15.845,6
28553,E01030091,15.845,6
8781,E01009251,15.845,6
21135,E01022253,15.845,6
29118,E01030678,15.846,6
19283,E01020315,15.847,6
27108,E01028555,15.847,6
22815,E01024036,15.85,6
13226,E01013928,15.853,6
28818,E01030371,15.855,6
28528,E01030064,15.857,6
11155,E01011738,15.857,6
1204,E01001258,15.858,6
14581,E01015355,15.858,6
4368,E01004611,15.858,6
30569,E01032211,15.86,6
1348,E01001403,15.86,6
26087,E01027479,15.863,6
4619,E01004880,15.865,6
24083,E01025367,15.865,6
18884,E01019902,15.867,6
27232,E01028691,15.869,6
4409,E01004652,15.871,6
5839,E01006157,15.873,6
315,E01000329,15.875,6
27135,E01028586,15.876,6
22696,E01023903,15.876,6
15254,E01016057,15.877,6
25200,E01026535,15.883,6
14897,E01015691,15.883,6
1016,E01001065,15.885,6
20002,E01021070,15.887,6
22287,E01023475,15.887,6
5463,E01005780,15.89,6
25521,E01026872,15.891,6
12391,E01013048,15.892,6
15357,E01016166,15.893,6
22776,E01023989,15.893,6
27790,E01029290,15.893,6
18592,E01019598,15.895,6
13800,E01014531,15.895,6
23747,E01025020,15.896,6
29629,E01031207,15.897,6
4214,E01004450,15.897,6
7982,E01008387,15.898,6
20344,E01021419,15.898,6
24449,E01025746,15.899,6
25022,E01026349,15.9,6
31742,E01033682,15.901,6
19445,E01020484,15.902,6
5652,E01005970,15.903,6
17105,E01018035,15.904,6
19966,E01021034,15.905,6
17117,E01018049,15.905,6
7867,E01008268,15.907,6
25427,E01026773,15.91,6
22161,E01023344,15.911,6
28561,E01030099,15.913,6
14789,E01015574,15.918,6
3228,E01003386,15.919,6
22922,E01024152,15.92,6
26333,E01027735,15.924,6
2010,E01002113,15.928,6
13364,E01014078,15.928,6
6445,E01006794,15.93,6
16210,E01017070,15.931,6
16132,E01016990,15.932,6
16232,E01017092,15.933,6
23213,E01024460,15.935,6
18753,E01019760,15.936,6
11561,E01012178,15.936,6
16015,E01016872,15.936,6
1164,E01001214,15.937,6
15643,E01016472,15.937,6
24960,E01026284,15.938,6
24608,E01025912,15.939,6
14061,E01014812,15.939,6
26936,E01028372,15.939,6
23922,E01025202,15.94,6
5985,E01006304,15.944,6
10232,E01010765,15.944,6
19175,E01020204,15.946,6
532,E01000555,15.947,6
22606,E01023807,15.948,6
2093,E01002200,15.948,6
27714,E01029211,15.949,6
30645,E01032288,15.95,6
26469,E01027883,15.951,6
18061,E01019044,15.953,6
30951,E01032612,15.954,6
13587,E01014310,15.956,6
4748,E01005010,15.958,6
27664,E01029161,15.959,6
6802,E01007164,15.96,6
18935,E01019955,15.963,6
5672,E01005990,15.964,6
10669,E01011214,15.964,6
18038,E01019021,15.965,6
2359,E01002473,15.968,6
10346,E01010883,15.969,6
2483,E01002609,15.969,6
30206,E01031817,15.969,6
18667,E01019674,15.97,6
28663,E01030212,15.97,6
19293,E01020326,15.972,6
1417,E01001473,15.973,6
11294,E01011881,15.973,6
25064,E01026391,15.975,6
4238,E01004475,15.977,6
18614,E01019620,15.977,6
1150,E01001200,15.981,6
14774,E01015559,15.982,6
9458,E01009972,15.982,6
7056,E01007421,15.982,6
11928,E01012564,15.985,6
29688,E01031271,15.985,6
25680,E01027047,15.986,6
30452,E01032083,15.987,6
25198,E01026533,15.99,6
19563,E01020608,15.99,6
2375,E01002489,15.991,6
10842,E01011396,15.992,6
13576,E01014299,15.992,6
22487,E01023683,15.994,6
17270,E01018210,15.994,6
23884,E01025164,15.996,6
29281,E01030842,15.998,6
31470,E01033283,15.999,6
12600,E01013270,15.999,6
5730,E01006048,16.0,6
20504,E01021589,16.0,6
20946,E01022053,16.002,6
3279,E01003437,16.002,6
28608,E01030151,16.003,6
24519,E01025821,16.003,6
22438,E01023633,16.005,6
8115,E01008530,16.005,6
28352,E01029873,16.007,6
12509,E01013173,16.009,6
19224,E01020255,16.009,6
8807,E01009278,16.01,6
3311,E01003469,16.013,6
7529,E01007917,16.013,6
15276,E01016080,16.014,6
18312,E01019308,16.014,6
3202,E01003359,16.015,6
31118,E01032824,16.016,6
19410,E01020445,16.016,6
21153,E01022271,16.017,6
3937,E01004137,16.018,6
14434,E01015200,16.018,6
1234,E01001288,16.018,6
