LSOA code (2011),Total population: mid 2015 (excluding prisoners)
E01017462,1710.00
E01017463,1338.00
E01017464,1461.00
E01017465,1472.00
E01017466,2065.00
E01017467,1290.00
E01017468,1366.00
E01017469,1967.00
E01017470,1282.00
E01017471,1843.00
E01017472,1597.00
E01017473,2801.00
E01017474,1833.00
E01017475,1556.00
E01017476,1488.00
E01017477,1308.00
E01017478,1696.00
E01017479,1289.00
E01017480,2166.00
E01017481,1212.00
E01017482,1383.00
E01017483,1801.00
E01017484,1336.00
E01017485,1359.00
E01017486,2223.00
E01017487,1821.00
E01017488,1421.00
E01017489,1586.00
E01017490,1396.00
E01017491,1500.00
E01017492,1538.00
E01017493,1690.00
E01017495,2071.00
E01017496,1548.00
E01017497,1392.00
E01017498,1236.00
E01017499,1390.00
E01017500,1195.00
E01017501,1458.00
E01017502,1647.00
E01017503,1215.00
E01017504,1997.00
E01017505,1546.00
E01017506,1543.00
E01017507,1359.00
E01017508,1623.00
E01017509,1207.00
E01017510,1578.00
E01017511,1239.00
E01017512,1511.00
E01017513,1509.00
E01017514,1627.00
E01017515,1575.00
E01017516,2763.00
E01017517,1575.00
E01017518,1576.00
E01017519,1640.00
E01017520,1632.00
E01017521,1549.00
E01017522,2054.00
E01017523,1677.00
E01017524,1576.00
E01017525,1233.00
E01017526,1444.00
E01017527,1151.00
E01017528,2436.00
E01017529,1250.00
E01017530,1379.00
E01017531,1401.00
E01017532,1251.00
E01017533,1174.00
E01017534,1486.00
E01017535,1487.00
E01017536,2607.00
E01017537,1417.00
E01017538,1871.00
E01017539,1571.00
E01017540,1431.00
E01017541,1318.00
E01017542,1398.00
E01017543,1451.00
E01017544,1355.00
E01017545,1503.00
E01017546,1186.00
E01017547,1563.00
E01017548,3142.00
E01017549,1378.00
E01017550,2737.00
E01017551,2060.00
E01017552,1206.00
E01017553,1201.00
E01017554,1478.00
E01017555,2030.00
E01017556,1616.00
E01017557,1865.00
E01017558,1877.00
E01017559,1669.00
E01017560,1477.00
E01017561,1616.00
E01017562,1513.00
E01017563,1616.00
E01017564,1501.00
E01017565,1525.00
E01017566,1455.00
E01017567,1693.00
E01017568,1939.00
E01017569,1783.00
E01017570,2311.00
E01017571,1354.00
E01017572,1339.00
E01017573,1380.00
E01017575,2777.00
E01017576,1399.00
E01017577,2450.00
E01017578,2138.00
E01017579,1571.00
E01017580,2512.00
E01017581,1917.00
E01017582,1535.00
E01017583,1882.00
E01017584,2032.00
E01017585,1387.00
E01017586,1530.00
E01017587,1574.00
E01017588,1182.00
E01017589,1677.00
E01017590,1546.00
E01017591,1812.00
E01017592,1607.00
E01017593,1488.00
E01017594,2402.00
E01017595,1167.00
E01017596,1641.00
E01017597,1490.00
E01017598,1089.00
E01017599,2717.00
E01017600,2087.00
E01017601,1520.00
E01017602,1552.00
E01017603,1557.00
E01017604,1642.00
E01017605,1480.00
E01017606,1597.00
E01017607,1421.00
E01017608,1884.00
E01017609,1960.00
E01017610,1202.00
E01017611,1289.00
E01017612,1364.00
E01017613,1513.00
E01017614,1502.00
E01017615,2174.00
E01017616,2459.00
E01017617,1319.00
E01017618,1625.00
E01017619,2219.00
E01017620,1883.00
E01017621,1604.00
E01017622,1694.00
E01017623,1755.00
E01017624,1911.00
E01017625,1591.00
E01017626,1637.00
E01017627,1639.00
E01017628,1768.00
E01017629,1552.00
E01017630,1611.00
E01017631,1602.00
E01017632,1595.00
E01017634,1628.00
E01017635,1461.00
E01017636,1608.00
E01017637,1370.00
E01017638,1278.00
E01017639,1557.00
E01017640,1678.00
E01017641,1818.00
E01017642,1361.00
E01017643,1381.00
E01017644,1460.00
E01017645,1216.00
E01017646,2111.00
E01017647,1567.00
E01017648,1683.00
E01017649,2190.00
E01017650,2561.00
E01017651,1536.00
E01017652,1518.00
E01017653,1461.00
E01017654,1554.00
E01017655,1980.00
E01017657,1427.00
E01017658,1531.00
E01017659,1700.00
E01017660,1704.00
E01017661,1655.00
E01017662,1351.00
E01017663,1738.00
E01017664,1458.00
E01017665,2192.00
E01017666,1998.00
E01017667,1462.00
E01017668,1681.00
E01017669,1730.00
E01017670,1613.00
E01017671,1636.00
E01017672,1527.00
E01017673,1363.00
E01017674,1374.00
E01017675,1585.00
E01017676,1437.00
E01017677,1429.00
E01017678,1333.00
E01017679,1676.00
E01017680,1089.00
E01017681,1308.00
E01017682,1237.00
E01017683,1761.00
E01017684,1111.00
E01017687,2798.00
E01017688,1282.00
E01017689,1466.00
E01017690,1161.00
E01017691,1278.00
E01017692,1605.00
E01017693,1138.00
E01017694,2627.00
E01017695,1238.00
E01017696,1455.00
E01017697,1474.00
E01017698,1485.00
E01017699,1193.00
E01017700,1635.00
E01017701,2532.00
E01017702,1481.00
E01017703,1288.00
E01017704,1256.00
E01017705,4153.00
E01017706,1559.00
E01017707,1317.00
E01017708,1633.00
E01017709,1710.00
E01017710,1690.00
E01017711,1625.00
E01017712,2462.00
E01017713,1438.00
E01017714,1342.00
E01017715,1187.00
E01017716,1846.00
E01017717,1685.00
E01017718,1637.00
E01017719,1220.00
E01017720,1308.00
E01017721,1744.00
E01017722,1528.00
E01017723,1391.00
E01017724,1446.00
E01017726,1184.00
E01017727,1633.00
E01017728,3074.00
E01017729,1653.00
E01017730,1575.00
E01017731,1449.00
E01017732,1422.00
E01017733,1272.00
E01017734,1472.00
E01017735,1308.00
E01017736,1576.00
E01017737,1377.00
E01017738,1937.00
E01017739,1334.00
E01017740,1325.00
E01017741,1669.00
E01017742,1693.00
E01017743,1855.00
E01017744,1436.00
E01017745,1821.00
E01017746,1582.00
E01017747,1519.00
E01017748,1883.00
E01017749,1800.00
E01017750,2227.00
E01017751,2145.00
E01017752,2132.00
E01017753,1235.00
E01017754,1555.00
E01017755,1457.00
E01017756,1449.00
E01017757,1172.00
E01017758,1234.00
E01017759,1796.00
E01017760,1679.00
E01017761,2177.00
E01017762,1399.00
E01017763,1785.00
E01017764,1723.00
E01017765,1747.00
E01017766,2280.00
E01017767,2392.00
E01017768,2196.00
E01017769,1618.00
E01017770,1665.00
E01017771,1443.00
E01017773,1560.00
E01017774,1318.00
E01017775,1629.00
E01017776,2233.00
E01017777,1716.00
E01017778,1334.00
E01017779,1111.00
E01017780,1300.00
E01017781,1278.00
E01017782,1387.00
E01017783,1518.00
E01017784,1704.00
E01017785,1592.00
E01017786,1531.00
E01017787,1624.00
E01017788,1763.00
E01017789,1295.00
E01017790,1432.00
E01017791,1509.00
E01017792,2060.00
E01017793,1454.00
E01017794,2362.00
E01017795,2276.00
E01017796,1825.00
E01017797,1588.00
E01017798,1934.00
E01017799,2212.00
E01017800,1723.00
E01017801,1715.00
E01017802,1652.00
E01017803,1391.00
E01017804,1617.00
E01017805,1908.00
E01017806,1761.00
E01017807,1548.00
E01017808,1525.00
E01017809,1567.00
E01017810,1751.00
E01017811,1210.00
E01017812,1885.00
E01017813,1915.00
E01017814,1579.00
E01017815,1833.00
E01017816,1714.00
E01017817,2035.00
E01017818,2004.00
E01017819,1618.00
E01017820,1595.00
E01017821,1689.00
E01017822,1942.00
E01017823,1299.00
E01017824,1758.00
E01017825,1719.00
E01017826,1569.00
E01017827,1795.00
E01017828,1699.00
E01017829,2144.00
E01017830,1860.00
E01017831,1766.00
E01017832,1728.00
E01017833,1806.00
E01017834,1612.00
E01017835,1816.00
E01017836,1721.00
E01017837,1992.00
E01017838,1604.00
E01017839,2095.00
E01017840,1849.00
E01017841,1398.00
E01017842,3065.00
E01017843,1510.00
E01017844,1738.00
E01017845,1652.00
E01017846,1395.00
E01017847,1549.00
E01017848,1219.00
E01017849,1470.00
E01017850,1378.00
E01017851,1726.00
E01017852,2547.00
E01017853,1366.00
E01017854,1185.00
E01017855,1462.00
E01017856,1411.00
E01017857,1464.00
E01017858,1856.00
E01017859,1435.00
E01017860,1514.00
E01017861,1644.00
E01017862,1902.00
E01017863,1665.00
E01017864,1365.00
E01017865,1523.00
E01017866,1463.00
E01017867,1596.00
E01017868,1541.00
E01017869,1378.00
E01017870,1243.00
E01017871,1592.00
E01017872,1678.00
E01017873,1400.00
E01017874,1030.00
E01017875,1460.00
E01017876,2068.00
E01017877,1652.00
E01017878,2471.00
E01017880,1455.00
E01017881,1933.00
E01017882,1585.00
E01017883,1627.00
E01017884,1464.00
E01017885,1701.00
E01017886,1493.00
E01017887,1170.00
E01017888,1669.00
E01017889,1394.00
E01017890,1278.00
E01017891,1421.00
E01017892,1593.00
E01017893,1520.00
E01017894,1603.00
E01017895,1300.00
E01017896,1380.00
E01017897,1730.00
E01017898,1190.00
E01017899,1684.00
E01017900,1200.00
E01017901,1230.00
E01017902,1648.00
E01017903,1730.00
E01017904,1805.00
E01017905,2190.00
E01017906,2008.00
E01017907,1858.00
E01017908,2564.00
E01017909,2830.00
E01017910,2623.00
E01017911,1807.00
E01017912,1476.00
E01017913,2165.00
E01017914,1349.00
E01017915,1370.00
E01017916,1202.00
E01017917,1515.00
E01017918,1597.00
E01017919,1369.00
E01017920,1345.00
E01017921,1836.00
E01017922,2106.00
E01017923,1467.00
E01017924,1603.00
E01017925,2188.00
E01017926,1645.00
E01017927,1601.00
E01017928,1530.00
E01017929,1682.00
E01017930,1710.00
E01017931,1421.00
E01017932,1532.00
E01017933,1680.00
E01017934,1858.00
E01017935,1944.00
E01017936,1441.00
E01017937,1507.00
E01017938,1388.00
E01017939,1354.00
E01017940,1505.00
E01017941,1400.00
E01017942,1483.00
E01017943,1819.00
E01017944,1308.00
E01017945,1739.00
E01017946,1499.00
E01017947,1623.00
E01017948,1611.00
E01017949,1659.00
E01017950,1423.00
E01017951,1442.00
E01017952,1411.00
E01017953,1567.00
E01017954,1457.00
E01017955,1416.00
E01017956,1204.00
E01017957,1477.00
E01017958,5634.00
E01017959,1615.00
E01017960,1323.00
E01017961,1129.00
E01017962,1686.00
E01017963,1421.00
E01017964,1341.00
E01017965,1596.00
E01017966,2860.00
E01017967,1874.00
E01017968,1540.00
E01017969,1562.00
E01017971,1583.00
E01017972,1546.00
E01017973,1774.00
E01017974,1647.00
E01017975,1637.00
E01017976,1563.00
E01017977,1637.00
E01017978,1497.00
E01017979,1538.00
E01017980,1009.00
E01017983,2212.00
E01017984,1624.00
E01017985,2593.00
E01017986,3664.00
E01017987,1595.00
E01017988,1674.00
E01017989,2556.00
E01017990,1161.00
E01017991,1489.00
E01017992,1828.00
E01017993,2171.00
E01017994,1643.00
E01017995,1503.00
E01017996,1903.00
E01017997,2279.00
E01017998,1656.00
E01017999,1724.00
E01018000,1684.00
E01018001,1577.00
E01018002,2290.00
E01018003,2753.00
E01018005,2046.00
E01018006,1623.00
E01018007,1511.00
E01018008,1610.00
E01018009,1842.00
E01018010,1777.00
E01018011,2605.00
E01018012,1531.00
E01018013,1775.00
E01018014,1870.00
E01018015,1341.00
E01018016,1449.00
E01018017,1235.00
E01018019,996.00
E01018020,1680.00
E01018021,1439.00
E01018022,1378.00
E01018023,2346.00
E01018024,1143.00
E01018025,1682.00
E01018026,1348.00
E01018027,1760.00
E01018029,2917.00
E01018030,1047.00
E01018032,2707.00
E01018033,1892.00
E01018034,1703.00
E01018035,2260.00
E01018036,1634.00
E01018037,1403.00
E01018038,1507.00
E01018039,1294.00
E01018040,1302.00
E01018041,1101.00
E01018042,1515.00
E01018043,2189.00
E01018044,1745.00
E01018045,1443.00
E01018046,2550.00
E01018047,2411.00
E01018049,1844.00
E01018050,1421.00
E01018051,1835.00
E01018052,2067.00
E01018053,1896.00
E01018054,2305.00
E01018055,2095.00
E01018056,1968.00
E01018057,2052.00
E01018058,1546.00
E01018059,1385.00
E01018060,1879.00
E01018061,1351.00
E01018062,2417.00
E01018063,2479.00
E01018064,2059.00
E01018065,2357.00
E01018066,1466.00
E01018067,1842.00
E01018068,1571.00
E01018069,1764.00
E01018070,2141.00
E01018071,1877.00
E01018072,1762.00
E01018073,2320.00
E01018074,1209.00
E01018075,1181.00
E01018076,2142.00
E01018077,1812.00
E01018078,1724.00
E01018079,1757.00
E01018080,2507.00
E01018081,1485.00
E01018082,2038.00
E01018083,1805.00
E01018084,2009.00
E01018085,1689.00
E01018086,1818.00
E01018087,2170.00
E01018088,1479.00
E01018090,1845.00
E01018091,1527.00
E01018092,1797.00
E01018093,2452.00
E01018094,1835.00
E01018095,1648.00
E01018096,1571.00
E01018097,1446.00
E01018098,1229.00
E01018099,1264.00
E01018100,1210.00
E01018101,1464.00
E01018102,2953.00
E01018103,1155.00
E01018104,1236.00
E01018105,1275.00
E01018106,1469.00
E01018107,1755.00
E01018108,2150.00
E01018109,1993.00
E01018110,2951.00
E01018111,2256.00
E01018113,1494.00
E01018115,1432.00
E01018116,1113.00
E01018117,1678.00
E01018118,1971.00
E01018119,1520.00
E01018120,1779.00
E01018121,1378.00
E01018122,1082.00
E01018123,1583.00
E01018124,1948.00
E01018125,1647.00
E01018126,1580.00
E01018127,1519.00
E01018128,1160.00
E01018129,1556.00
E01018130,1681.00
E01018131,1563.00
E01018132,1705.00
E01018133,1626.00
E01018134,2019.00
E01018135,4594.00
E01018136,1688.00
E01018137,1703.00
E01018138,2234.00
E01018139,1557.00
E01018140,1319.00
E01018141,1581.00
E01018142,1601.00
E01018143,1755.00
E01018144,1701.00
E01018145,1339.00
E01018146,2305.00
E01018147,1818.00
E01018148,2560.00
E01018149,1534.00
E01018150,1828.00
E01018151,2079.00
E01018152,1461.00
E01018153,1792.00
E01018154,2122.00
E01018155,1609.00
E01018156,1597.00
E01018157,2076.00
E01018158,1654.00
E01018159,1302.00
E01018160,1659.00
E01018161,1351.00
E01018162,1621.00
E01018163,1418.00
E01018164,1274.00
E01018165,1325.00
E01018166,1552.00
E01018167,1524.00
E01018168,2081.00
E01018169,1826.00
E01018170,1327.00
E01018171,1722.00
E01018172,1405.00
E01018173,1245.00
E01018174,1574.00
E01018175,1365.00
E01018176,1241.00
E01018177,1459.00
E01018178,1507.00
E01018179,1441.00
E01018180,1304.00
E01018181,3089.00
E01018182,1509.00
E01018183,1497.00
E01018184,1335.00
E01018185,1669.00
E01018186,1699.00
E01018187,2182.00
E01018188,1465.00
E01018189,1266.00
E01018190,1536.00
E01018191,1211.00
E01018192,1750.00
E01018193,1156.00
E01018194,1449.00
E01018195,1262.00
E01018196,1279.00
E01018197,1467.00
E01018198,1711.00
E01018199,1572.00
E01018200,1591.00
E01018201,1422.00
E01018202,1477.00
E01018203,1869.00
E01018204,1423.00
E01018205,1778.00
E01018206,2097.00
E01018207,1517.00
E01018208,1636.00
E01018209,1464.00
E01018210,1320.00
E01018211,2124.00
E01018212,1623.00
E01018213,2011.00
E01018214,1938.00
E01018215,1370.00
E01018216,2649.00
E01018217,1586.00
E01018218,1737.00
E01018219,1430.00
E01018220,1465.00
E01018221,1695.00
E01018222,1467.00
E01018223,1926.00
E01018224,1469.00
E01018225,1085.00
E01018226,1075.00
E01018227,1912.00
E01018228,1594.00
E01018231,2648.00
E01018232,2352.00
E01018233,1709.00
E01018234,1688.00
E01018235,1686.00
E01018236,1643.00
E01018237,1559.00
E01018238,1481.00
E01018239,1442.00
E01018240,1231.00
E01018241,1217.00
E01018242,1482.00
E01018243,1677.00
E01018244,1672.00
E01018245,1695.00
E01018246,1589.00
E01018247,1631.00
E01018248,2617.00
E01018249,995.00
E01018250,1199.00
E01018251,1153.00
E01018252,1443.00
E01018253,1137.00
E01018254,1396.00
E01018255,1148.00
E01018256,1622.00
E01018257,1508.00
E01018258,1664.00
E01018259,1485.00
E01018260,1916.00
E01018262,1472.00
E01018263,1524.00
E01018264,1627.00
E01018265,1799.00
E01018266,3401.00
E01018267,2334.00
E01018268,1878.00
E01018269,1404.00
E01018270,1119.00
E01018271,1588.00
E01018272,1452.00
E01018273,1534.00
E01018274,1737.00
E01018275,2387.00
E01018276,1465.00
E01018277,1769.00
E01018278,2399.00
E01018279,1488.00
E01018280,1535.00
E01018281,1602.00
E01018282,1370.00
E01018283,1285.00
E01018284,1311.00
E01018285,1195.00
E01018286,1613.00
E01018287,1513.00
E01018288,1167.00
E01018289,1225.00
E01018290,2348.00
E01018291,1258.00
E01018292,1373.00
E01018293,1587.00
E01018294,1741.00
E01018295,1597.00
E01018296,1089.00
E01018297,1587.00
E01018298,1226.00
E01018299,1763.00
E01018300,1159.00
E01018301,1469.00
E01018302,1433.00
E01018303,1219.00
E01018304,1847.00
E01018305,1338.00
E01018306,1603.00
E01018307,2212.00
E01018308,2031.00
E01018309,1637.00
E01018310,1529.00
E01018311,1364.00
E01018312,1495.00
E01018313,1313.00
E01018314,1659.00
E01018315,1097.00
E01018316,1443.00
E01018317,1543.00
E01018319,1918.00
E01018320,1492.00
E01018321,1292.00
E01018322,1184.00
E01018323,1470.00
E01018324,1361.00
E01018325,1468.00
E01018326,2251.00
E01018327,2213.00
E01018328,2028.00
E01018329,2363.00
E01018330,1317.00
E01018331,1787.00
E01018332,1083.00
E01018333,1440.00
E01018334,1460.00
E01018335,2088.00
E01018336,1248.00
E01018337,1296.00
E01018338,1816.00
E01018339,2045.00
E01018340,1408.00
E01018341,1129.00
E01018342,1529.00
E01018343,1542.00
E01018344,1954.00
E01018345,1309.00
E01018346,1374.00
E01018347,1410.00
E01018348,2747.00
E01018349,1665.00
E01018350,1968.00
E01018351,1426.00
E01018352,1797.00
E01018353,1590.00
E01018354,1644.00
E01018355,1286.00
E01018356,1529.00
E01018357,1301.00
E01018358,1339.00
E01018359,1055.00
E01018360,2152.00
E01018361,1584.00
E01018362,1600.00
E01018363,1011.00
E01018364,1556.00
E01018365,1952.00
E01018366,1501.00
E01018367,2040.00
E01018368,1422.00
E01018369,1629.00
E01018370,1447.00
E01018371,1823.00
E01018372,1992.00
E01018373,2034.00
E01018374,1972.00
E01018375,1811.00
E01018376,1617.00
E01018377,1958.00
E01018378,1228.00
E01018379,1234.00
E01018380,1139.00
E01018381,1150.00
E01018382,1530.00
E01018383,1498.00
E01018384,1405.00
E01018385,1943.00
E01018386,1388.00
E01018387,1632.00
E01018388,1588.00
E01018389,1610.00
E01018390,1674.00
E01018391,1966.00
E01018392,1851.00
E01018393,2313.00
E01018394,1937.00
E01018395,1789.00
E01018396,1393.00
E01018397,2098.00
E01018398,1415.00
E01018399,1580.00
E01018400,2250.00
E01018401,1635.00
E01018402,1984.00
E01018403,1941.00
E01018404,1442.00
E01018405,1312.00
E01018406,1445.00
E01018407,1495.00
E01018408,1684.00
E01018409,1792.00
E01018410,1436.00
E01018411,2281.00
E01018412,1481.00
E01018413,1326.00
E01018414,1364.00
E01018415,1638.00
E01018416,1510.00
E01018417,1642.00
E01018418,1517.00
E01018419,1487.00
E01018420,1998.00
E01018421,1366.00
E01018422,1336.00
E01018423,1452.00
E01018424,1766.00
E01018425,1650.00
E01018426,1629.00
E01018427,1277.00
E01018428,1375.00
E01018429,1538.00
E01018430,1354.00
E01018431,1185.00
E01018432,1456.00
E01018433,1247.00
E01018434,1357.00
E01018435,1430.00
E01018436,1464.00
E01018437,1515.00
E01018438,1376.00
E01018439,1330.00
E01018440,2042.00
E01018441,1841.00
E01018442,2005.00
E01018443,1592.00
E01018444,2170.00
E01018445,1942.00
E01018446,1377.00
E01018447,1897.00
E01018448,1747.00
E01018449,1722.00
E01018450,2350.00
E01018451,1311.00
E01018452,1171.00
E01018454,1601.00
E01018455,1285.00
E01018456,1360.00
E01018457,1507.00
E01018458,2146.00
E01018459,1436.00
E01018460,1388.00
E01018461,1418.00
E01018462,1771.00
E01018463,1520.00
E01018464,1521.00
E01018465,3177.00
E01018466,2466.00
E01018467,2585.00
E01018468,1593.00
E01018469,1607.00
E01018470,1429.00
E01018471,1483.00
E01018472,1318.00
E01018473,1734.00
E01018474,1854.00
E01018475,1840.00
E01018476,1341.00
E01018477,1561.00
E01018478,1477.00
E01018479,1669.00
E01018480,2353.00
E01018481,1985.00
E01018482,1433.00
E01018483,1436.00
E01018484,2462.00
E01018485,1566.00
E01018486,1544.00
E01018487,1694.00
E01018488,1597.00
E01018489,1366.00
E01018490,1456.00
E01018491,1429.00
E01018492,1044.00
E01018493,1279.00
E01018494,1306.00
E01018495,1170.00
E01018496,1672.00
E01018497,1218.00
E01018498,1616.00
E01018499,1560.00
E01018500,1175.00
E01018501,1548.00
E01018502,2046.00
E01018503,1624.00
E01018504,1725.00
E01018505,1055.00
E01018506,1408.00
E01018507,1380.00
E01018508,1144.00
E01018509,1185.00
E01018510,1514.00
E01018511,1445.00
E01018512,1673.00
E01018513,1520.00
E01018514,2112.00
E01018515,2323.00
E01018516,1487.00
E01018518,1534.00
E01018519,1333.00
E01018520,1031.00
E01018521,1191.00
E01018522,1382.00
E01018523,1363.00
E01018524,1423.00
E01018525,1281.00
E01018526,1588.00
E01018527,1609.00
E01018528,1200.00
E01018529,1462.00
E01018530,1411.00
E01018531,1654.00
E01018532,1826.00
E01018533,1515.00
E01018534,2534.00
E01018535,1604.00
E01018536,1748.00
E01018537,2003.00
E01018538,1216.00
E01018539,1123.00
E01018540,1354.00
E01018541,1339.00
E01018542,1354.00
E01018543,1292.00
E01018544,1446.00
E01018545,1881.00
E01018546,1448.00
E01018547,1368.00
E01018548,1747.00
E01018549,1343.00
E01018550,1074.00
E01018551,1492.00
E01018552,1804.00
E01018553,1655.00
E01018554,2306.00
E01018555,1142.00
E01018556,1416.00
E01018557,1437.00
E01018558,1234.00
E01018559,1137.00
E01018560,1177.00
E01018561,1199.00
E01018562,1403.00
E01018563,2755.00
E01018564,2190.00
E01018565,1478.00
E01018566,1228.00
E01018567,1365.00
E01018568,1601.00
E01018569,1277.00
E01018570,1205.00
E01018571,1304.00
E01018572,1805.00
E01018573,1564.00
E01018574,2068.00
E01018575,1108.00
E01018576,1767.00
E01018577,2470.00
E01018578,1238.00
E01018579,1086.00
E01018580,1533.00
E01018581,1157.00
E01018582,1712.00
E01018583,1877.00
E01018584,1998.00
E01018585,1349.00
E01018586,1665.00
E01018587,1533.00
E01018588,1640.00
E01018589,1627.00
E01018590,1914.00
E01018591,2284.00
E01018592,1731.00
E01018593,1684.00
E01018594,1764.00
E01018595,1579.00
E01018596,2005.00
E01018597,2481.00
E01018598,1590.00
E01018599,1173.00
E01018600,1678.00
E01018601,1678.00
E01018602,1796.00
E01018603,1251.00
E01018604,1405.00
E01018605,1133.00
E01018606,1512.00
E01018607,1278.00
E01018608,1336.00
E01018609,1686.00
E01018610,1951.00
E01018611,1668.00
E01018612,1215.00
E01018613,1558.00
E01018614,1878.00
E01018615,1124.00
E01018616,1569.00
E01018617,1386.00
E01018618,1555.00
E01018619,1522.00
E01018620,1419.00
E01018621,1326.00
E01018622,1382.00
E01018623,1386.00
E01018624,1947.00
E01018625,1432.00
E01018626,2316.00
E01018627,1529.00
E01018628,1594.00
E01018629,1828.00
E01018630,1252.00
E01018631,1417.00
E01018632,1535.00
E01018633,1528.00
E01018634,1797.00
E01018635,1325.00
E01018636,1430.00
E01018637,1791.00
E01018638,1601.00
E01018639,1348.00
E01018640,1289.00
E01018641,1204.00
E01018642,1418.00
E01018643,1810.00
E01018644,1404.00
E01018645,1769.00
E01018646,1678.00
E01018647,1481.00
E01018648,2123.00
E01018649,1362.00
E01018650,1748.00
E01018651,1373.00
E01018652,1675.00
E01018653,2152.00
E01018654,2229.00
E01018655,1522.00
E01018656,1577.00
E01018657,1113.00
E01018658,1228.00
E01018659,1265.00
E01018660,946.00
E01018661,1303.00
E01018662,1155.00
E01018663,1591.00
E01018664,1407.00
E01018665,1125.00
E01018666,1798.00
E01018667,1634.00
E01018668,1770.00
E01018669,2511.00
E01018670,2276.00
E01018671,1240.00
E01018672,1562.00
E01018673,1161.00
E01018674,1526.00
E01018675,2066.00
E01018676,1549.00
E01018677,1472.00
E01018678,1235.00
E01018679,1820.00
E01018680,1647.00
E01018681,1412.00
E01018682,1047.00
E01018683,1550.00
E01018684,2267.00
E01018685,1368.00
E01018686,1533.00
E01018687,1332.00
E01018688,1575.00
E01018689,1439.00
E01018690,2071.00
E01018691,1645.00
E01018692,1960.00
E01018693,1558.00
E01018694,1583.00
E01018695,1697.00
E01018696,1523.00
E01018697,1755.00
E01018698,2025.00
E01018699,1621.00
E01018700,2003.00
E01018701,1433.00
E01018702,1264.00
E01018703,1820.00
E01018704,1232.00
E01018705,1511.00
E01018706,1577.00
E01018707,1732.00
E01018708,2083.00
E01018709,1505.00
E01018710,1493.00
E01018711,1514.00
E01018712,1491.00
E01018713,3239.00
E01018714,1943.00
E01018715,1788.00
E01018716,1585.00
E01018717,1739.00
E01018718,1635.00
E01018719,1402.00
E01018720,1531.00
E01018721,2146.00
E01018722,2239.00
E01018723,1178.00
E01018724,1578.00
E01018725,1343.00
E01018726,1585.00
E01018727,1599.00
E01018728,1554.00
E01018729,1626.00
E01018730,1365.00
E01018731,1646.00
E01018732,1418.00
E01018733,1361.00
E01018734,1281.00
E01018735,1345.00
E01018736,1645.00
E01018737,1413.00
E01018738,1530.00
E01018739,1502.00
E01018740,1528.00
E01018741,1244.00
E01018742,1475.00
E01018743,1428.00
E01018744,1731.00
E01018745,1588.00
E01018746,1669.00
E01018747,1554.00
E01018748,1442.00
E01018749,2553.00
E01018750,2239.00
E01018751,1534.00
E01018752,2109.00
E01018753,1622.00
E01018754,1536.00
E01018755,1421.00
E01018756,1599.00
E01018757,2092.00
E01018758,2395.00
E01018759,1535.00
E01018760,1223.00
E01018761,1535.00
E01018762,1150.00
E01018763,1117.00
E01018764,1438.00
E01018765,1512.00
E01018766,1754.00
E01018767,1524.00
E01018768,2049.00
E01018769,1931.00
E01018770,1289.00
E01018771,1360.00
E01018772,1549.00
E01018773,1592.00
E01018774,1477.00
E01018775,1365.00
E01018776,1110.00
E01018777,2056.00
E01018778,1769.00
E01018779,2386.00
E01018780,2367.00
E01018781,1749.00
E01018782,1511.00
E01018783,1580.00
E01018784,1431.00
E01018785,2053.00
E01018786,1271.00
E01018787,1731.00
E01018788,1454.00
E01018789,1412.00
E01018790,1234.00
E01018791,1241.00
E01018792,2867.00
E01018793,1636.00
E01018794,1431.00
E01018795,1208.00
E01018796,1236.00
E01018797,1086.00
E01018798,1517.00
E01018799,1122.00
E01018800,1566.00
E01018803,1748.00
E01018804,2018.00
E01018805,1474.00
E01018806,1583.00
E01018807,1334.00
E01018808,1525.00
E01018809,2127.00
E01018810,1366.00
E01018811,1537.00
E01018812,1616.00
E01018813,1542.00
E01018814,1388.00
E01018815,2226.00
E01018816,1627.00
E01018817,2021.00
E01018818,1532.00
E01018819,1493.00
E01018820,1918.00
E01018821,1348.00
E01018822,1284.00
E01018823,1471.00
E01018824,2585.00
E01018825,1553.00
E01018826,2178.00
E01018827,1559.00
E01018828,1518.00
E01018829,1403.00
E01018830,1540.00
E01018831,1391.00
E01018832,1319.00
E01018833,1461.00
E01018834,1931.00
E01018835,1933.00
E01018836,1644.00
E01018837,2360.00
E01018838,1647.00
E01018839,1139.00
E01018840,1622.00
E01018841,1449.00
E01018842,1415.00
E01018843,1385.00
E01018844,1179.00
E01018845,1623.00
E01018846,1435.00
E01018847,1657.00
E01018848,1739.00
E01018849,1859.00
E01018850,1346.00
E01018851,1374.00
E01018852,2792.00
E01018853,2679.00
E01018854,1397.00
E01018855,2821.00
E01018856,1380.00
E01018857,1218.00
E01018858,1434.00
E01018859,1812.00
E01018860,1906.00
E01018861,1465.00
E01018862,1418.00
E01018863,1677.00
E01018864,1728.00
E01018865,1858.00
E01018866,1667.00
E01018867,2282.00
E01018868,1796.00
E01018869,1610.00
E01018870,1343.00
E01018871,1679.00
E01018872,1258.00
E01018873,1273.00
E01018874,1279.00
E01018875,1342.00
E01018876,1370.00
E01018877,1471.00
E01018878,1540.00
E01018879,1767.00
E01018880,2184.00
E01018881,2006.00
E01018882,1434.00
E01018883,1635.00
E01018884,1671.00
E01018885,1426.00
E01018886,1897.00
